lat,lon,temp_c,humidity,wind_speed,ndvi,slope,target
38.57814987651285,-120.01941353478867,18.315543746948265,28.435607485088305,4.074129448546078,0.4375,6.034519672393799,0
33.53860113260234,-115.89614638068007,38.75345064798995,25.37590373866381,4.187343567895154,0.07415000000000001,2.5319039821624756,0
32.541471167229666,-114.62952183007154,36.81595064798995,35.03918106450888,17.798175076773592,0.317,0.03369886428117752,0
33.02656142065421,-115.59970233692063,39.77119153340658,22.82631008824782,2.4090761612461318,0.4703,0.14035730063915253,0
34.805225683210864,-114.19833049369417,39.51362317403158,14.670136269620102,6.132526210456595,0.139,1.7933974266052246,0
41.865983816390305,-116.56988284376972,28.63162447611495,9.517885413535483,6.685740087508584,0.19255,1.5481092929840088,0
35.37116431220616,-116.51598392672254,34.037467575073265,11.145787020348605,11.742072875608944,0.10020000000000001,2.005422592163086,0
40.976651685111975,-118.91448573532166,28.422477340698265,8.976470924235633,7.25901526943016,0.09165000000000001,0.7298752665519714,0
37.958312330470385,-115.16851100054326,29.50434583028158,11.801218079394287,9.279167874287635,0.1466,3.288766860961914,0
36.422193194626004,-114.49477453745362,38.29324556986495,12.743823869274609,10.016280689772266,0.14265,2.0392873287200928,0
35.82930510710712,-114.3330777863121,35.748405075073265,12.350262388353032,6.814864398674799,0.1759,3.9987754821777344,0
38.20085745718265,-119.10313194498676,21.68533541361495,25.213774016231266,4.505535061609136,0.25520000000000004,3.720139503479004,0
40.94970222658839,-117.62091172618955,27.88333346048995,7.678803967740507,6.222515604572474,0.2164,6.7907304763793945,0
40.7341065583997,-114.27917886926494,28.37576510111495,10.906774285076658,1.4732056372672027,0.27926666666666666,0.8840309381484985,0
41.4886913970601,-120.26195866150094,22.65009778340658,20.542251761208085,5.495072383440496,0.4086,1.2870073318481445,0
40.06037009531006,-116.83937742900557,28.660270309448265,8.800014696918835,5.386091089839372,0.2748,5.301489353179932,0
34.185388137168395,-119.10313194498676,23.76069348653158,62.48892297797761,2.55973754180089,0.44260000000000005,0.0937449261546135,0
37.095929657715644,-120.85484674901983,26.21878267923995,34.86529076260513,7.735097978962095,0.3513,0.07470320165157318,0
39.17103796403174,-122.63351101157649,25.90701510111495,26.26723222775323,2.822656164640098,0.5132,3.4987528324127197,0
38.79374554470154,-116.0039442147744,27.74580090840658,9.805461594352767,7.263237816250253,0.116425,1.4127941131591797,0
39.27883579812608,-120.96264458311417,24.40945650736495,25.550823680453803,1.356387793051164,0.7367,2.837270736694336,0
40.114269012357234,-114.8990164153074,27.00613619486495,8.852420511608289,5.365196453487622,0.3191,11.536865234375,0
38.38950366684775,-116.38123663410461,28.07734387715658,10.459260580981992,6.858322459298787,0.1579,6.808165073394775,0
35.74845673153636,-117.62091172618955,31.73953463236495,12.442241401514515,9.484590271279421,0.06925,0.045992184430360794,0
41.27309572887142,-123.09165180647744,21.807242965698265,29.8045430634833,3.035094560103289,0.7632800000000001,9.592281341552734,0
32.75706683541835,-115.76139908806215,39.37820650736495,19.698591170120768,1.5280477055123263,0.3044,0.27739521861076355,0
40.222066846451575,-123.36114639171329,21.99392916361495,30.54510729690921,3.379433322236818,0.5625,3.798673629760742,0
36.6108394042911,-119.69602003250564,31.15774752298995,22.135672114406187,11.485328566680542,0.38230000000000003,0.07781766355037689,0
34.34708488830991,-114.84511749826024,37.536002731323265,15.781804795693438,9.431608430454455,0.124,3.3811259269714355,0
36.260496443484485,-118.75278898418014,25.22928072611495,18.563786942860624,1.10936341118121,0.528975,9.230002403259277,0
41.19224735330066,-123.41504530876047,19.91523450215658,34.29090335558781,2.737350570889519,0.543,4.391695976257324,1
33.969792468979705,-116.83937742900557,31.68305676778158,15.177973103706794,5.573608769320214,0.3386,4.489094257354736,1
41.19224735330066,-123.44199476728406,19.91523450215658,34.29090335558781,2.737350570889519,0.543,9.708210945129395,1
39.00934121289022,-121.36688646096796,27.05952161153158,31.415402887645783,6.164559708468458,0.4725333333333333,0.2812650501728058,1
41.165297894777076,-123.36114639171329,19.91523450215658,34.29090335558781,2.737350570889519,0.4328,4.6268463134765625,1
33.996741927503294,-116.94717526309991,31.881705856323265,15.40522853217701,4.4479810366157135,0.3385,4.690955638885498,1
41.165297894777076,-123.38809585023688,19.91523450215658,34.29090335558781,2.737350570889519,0.4328,4.244089126586914,1
33.969792468979705,-116.89327634605274,31.881705856323265,15.40522853217701,4.4479810366157135,0.3385,2.70365047454834,1
